548,744,118,371,582
791,381,917,676,385
95,244,860,101,587
945,528,896,90,324
164,670,348,591,362
624,727,99,806,405
556,649,342,58,992
345,633,368,726,261
382,416,549,456,109
973,833,876,704,275
404,406,569,115,778
349,139,207,498,974
499,868,607,514,696
481,538,954,884,182
451,328,437,88,734
435,120,81,768,740
359,364,551,725,414
640,443,529,672,58
449,690,686,368,880
784,428,959,981,132
978,424,609,768,952
623,239,628,843,979
635,529,224,910,803
565,552,354,46,678
246,718,468,755,371
983,978,873,657,260
226,227,231,291,798
894,365,31,223,886
98,910,828,488,36
51,194,673,447,972
336,288,687,844,869
682,136,664,393,961
464,39,118,50,554
905,734,300,634,459
726,134,981,202,884
568,32,960,690,290
377,28,498,122,856
40,703,732,78,600
965,830,353,933,383
400,456,699,271,505
83,606,466,133,111
929,377,904,622,941
239,469,18,603,32
807,542,441,10,989
6,645,11,438,670
874,752,555,25,325
388,253,670,951,152
224,516,793,71,654
651,912,414,296,881
894,90,683,374,430
685,433,255,209,31
954,514,625,699,578
992,97,246,276,441
40,388,261,92,317
223,614,427,717,106
895,29,782,654,360
553,303,356,425,569
613,890,926,224,873
361,718,578,776,1
423,10,343,21,157
661,134,194,112,614
696,25,163,385,996
153,255,188,202,164
517,624,460,139,536
457,180,602,279,623
441,33,966,904,136
86,943,321,36,273
528,937,44,839,222
168,4,138,303,181
744,730,256,397,60
185,368,479,231,856
107,329,211,62,881
309,205,178,100,575
519,658,357,10,140
625,758,911,316,187
547,26,507,724,629
266,174,2,934,553
710,837,608,882,911
957,769,340,168,820
761,527,993,977,636
177,152,41,152,171
407,798,197,340,600
940,110,798,940,274
553,673,286,866,233
833,307,150,265,875
656,929,526,908,899
532,924,756,347,762
739,145,885,798,886
377,185,169,715,518
202,318,146,527,726
185,513,257,756,213
865,721,660,158,305
34,236,711,824,148
886,268,896,174,81
675,98,576,394,245
178,645,995,656,264
906,143,726,367,722
555,440,640,926,771
885,443,114,346,88
952,57,915,801,652
564,634,58,954,770
317,266,659,133,935
581,134,306,807,274
720,594,822,864,924
439,369,949,684,703
709,354,321,551,28
189,637,653,55,464
270,143,805,610,874
346,447,640,172,475
71,60,143,291,394
536,784,228,852,88
33,318,519,825,103
174,29,492,269,574
31,894,366,692,79
876,353,39,692,515
217,428,854,241,228
565,44,122,36,666
715,599,158,142,835
651,818,181,147,914
728,684,872,464,344
73,746,509,738,100
648,695,226,620,810
697,331,78,380,650
235,482,183,269,348
948,221,783,389,716
275,771,749,602,449
554,452,196,665,235
975,7,780,389,151
835,93,377,518,241
556,717,645,634,2
343,731,370,506,359
281,529,140,751,48
596,708,787,495,464
312,258,460,529,701
637,55,181,276,159
958,131,465,259,30
407,104,491,500,584
692,450,621,224,982
405,443,521,888,35
277,539,445,686,63
966,867,123,849,680
553,35,548,139,133
994,867,952,743,459
980,946,760,223,722
688,526,129,969,920
307,359,79,952,732
628,88,895,100,525
939,925,722,223,931
687,689,147,750,575
927,485,455,243,329
817,279,489,67,847
983,41,792,482,55
253,471,29,820,844
432,864,411,58,521
264,716,184,362,509
579,330,768,605,137
64,57,79,881,835
230,789,781,174,187
422,94,12,106,825
984,328,602,252,397
111,193,972,738,960
703,553,566,776,739
538,595,170,505,802
782,655,958,12,324
597,499,249,300,374
954,217,956,80,271
210,356,320,999,796
827,36,267,996,211
260,484,406,525,62
769,732,334,897,760
118,458,31,643,482
498,936,875,5,182
310,294,913,784,185
868,583,488,426,995
780,8,386,851,345
247,640,371,124,944
166,137,24,10,151
562,565,153,373,79
324,269,633,575,853
668,922,826,571,977
163,39,230,456,298
583,347,99,853,797
457,718,226,301,326
174,815,800,266,177
51,638,453,774,274
506,939,628,424,110
486,298,236,928,299
596,29,273,787,714
753,882,937,29,285
148,414,903,495,513
284,776,317,446,254
896,86,495,205,531
849,311,938,352,192
592,425,618,805,572
148,397,170,449,997
69,754,123,733,468
631,816,221,236,856
267,410,71,77,253
129,205,579,622,444
784,723,34,330,481
251,910,501,366,434
764,490,317,336,404
223,816,279,903,162
833,637,161,470,78
98,128,545,778,986
356,641,860,660,621
296,845,500,507,836
423,952,620,520,834
942,406,381,724,694
883,258,516,126,377
447,844,157,10,149
221,415,573,657,481
264,449,907,743,650
53,706,602,514,279
235,763,333,527,999
475,957,740,987,926
484,368,139,733,970
186,330,182,782,10
297,389,610,924,206
912,847,66,998,172
647,623,343,432,802
288,891,284,246,307
594,604,456,46,774
16,634,734,551,144
969,107,55,299,230
313,658,948,412,6
7,154,229,840,504
945,530,753,637,903
452,900,444,856,980
439,231,689,810,818
60,57,864,661,685
961,185,389,416,466
949,115,298,165,456
366,634,864,809,286
961,584,697,537,598
614,396,18,518,156
599,567,324,67,360
411,255,547,21,468
856,216,678,950,951
110,105,133,542,959
471,196,661,818,121
168,555,608,350,190
368,123,493,793,738
818,605,946,706,933
209,168,961,67,17
819,767,813,735,504
452,704,261,114,178
711,600,85,388,579
896,580,235,338,557
280,360,432,615,691
339,192,697,947,663
371,933,330,455,761
651,2,397,670,579
351,146,696,323,79
538,223,963,131,400
654,901,781,733,243
604,819,499,909,992
275,5,954,945,288
531,824,231,532,143
334,907,9,839,202
827,875,839,278,94
74,922,209,221,39
231,404,322,436,557
712,935,677,311,489
775,538,582,510,729
560,411,571,556,228
532,780,728,537,268
65,973,957,567,284
124,311,903,212,870
76,156,765,920,806
184,269,507,938,175
225,810,471,682,420
926,481,512,355,393
729,267,569,485,539
656,904,172,972,625
819,635,245,395,11
174,540,685,189,973
751,877,904,27,296
930,701,554,470,515
316,795,682,835,784
140,435,76,988,687
25,543,438,565,579
53,509,826,289,692
64,717,332,158,898
46,93,853,492,633
392,921,663,446,178
964,235,379,456,490
70,727,681,151,535
59,122,131,60,731
303,610,356,348,394
590,759,445,451,466
332,818,658,311,305
404,598,646,324,932
421,261,463,880,146
338,327,994,451,176
909,631,649,729,573
843,591,38,601,925
473,40,655,339,178
518,330,678,905,533
356,666,707,516,816
438,106,726,281,179
681,110,187,10,795
624,107,711,935,272
740,900,196,205,331
581,648,48,694,642
220,719,897,438,943
353,380,430,682,343
398,749,294,718,816
145,305,647,303,88
986,609,583,601,798
532,463,804,641,296
882,122,664,996,221
595,108,6,200,23
30,447,324,18,148
568,359,932,464,23
442,767,681,188,183
666,676,506,292,21
341,975,441,269,280
912,716,91,717,667
621,584,317,200,600
842,739,432,648,148
154,707,687,996,711
560,805,60,779,297
977,764,650,885,852
982,564,477,386,445
289,26,150,490,558
597,140,217,183,449
571,138,734,170,114
544,504,582,70,360
8,750,86,903,738
534,104,589,178,662
142,430,219,794,636
123,735,556,304,725
135,127,636,717,684
389,400,144,210,199
466,528,800,885,178
143,817,795,510,31
655,29,431,46,204
70,768,960,42,38
673,940,960,528,955
917,831,43,900,320
21,130,464,412,601
702,257,513,21,322
121,207,882,198,51
684,264,892,472,21
567,967,60,344,688
230,295,885,586,948
885,639,87,347,445
575,626,516,12,708
168,362,957,133,83
718,784,560,29,548
440,52,208,242,203
305,706,715,161,562
980,262,484,804,174
765,821,123,897,193
313,314,852,887,212
360,297,723,586,108
214,753,542,141,887
237,842,945,294,632
842,763,557,57,291
663,519,115,613,485
407,234,92,286,112
60,536,361,821,890
29,326,531,248,951
553,831,764,517,334
608,460,799,382,722
518,828,829,39,168
724,271,667,417,452
187,674,676,650,73
34,674,949,286,421
419,26,383,722,283
420,973,13,883,458
898,82,179,215,201
536,92,577,56,754
535,722,814,772,196
971,727,711,845,138
490,8,479,102,872
212,28,857,284,902
270,287,76,251,438
990,283,286,493,735
78,891,402,580,298
955,381,484,971,15
591,740,38,958,573
935,520,881,746,789
302,520,845,318,584
702,332,630,538,923
442,653,596,753,71
467,934,844,647,796
444,162,614,956,656
810,995,149,854,13
641,695,286,750,929
400,934,747,318,479
413,929,510,282,832
208,924,362,343,633
78,742,701,563,65
212,891,414,584,54
88,441,121,297,995
76,481,298,134,190
225,21,751,970,965
587,866,942,392,439
117,158,618,731,838
596,242,706,54,30
484,513,686,667,928
438,892,988,30,72
912,370,682,115,392
500,238,211,742,306
