383,511,68,477,984
483,224,477,724,622
535,571,895,185,347
981,615,963,604,974
348,30,479,554,64
831,409,92,746,565
442,834,797,764,697
455,306,65,683,489
208,955,368,634,356
63,969,66,20,710
784,548,563,647,904
426,460,229,672,555
561,102,748,879,820
721,718,725,668,600
741,684,224,450,367
463,149,900,296,226
30,946,718,189,663
401,244,822,707,471
737,7,235,625,220
729,195,75,742,541
948,891,955,952,51
884,472,21,629,539
936,110,714,753,556
161,399,135,349,631
28,492,302,105,644
197,659,871,83,720
378,365,229,283,484
984,673,150,165,455
341,808,949,620,685
402,945,439,377,552
748,883,839,891,21
690,910,944,746,720
905,21,38,221,905
254,665,742,510,388
892,177,152,591,738
972,187,681,448,606
204,40,347,459,637
293,68,704,733,845
807,789,487,911,927
771,413,287,486,490
280,40,867,184,325
726,720,112,709,121
727,690,730,414,845
5,863,736,659,869
691,109,255,688,750
710,771,116,702,171
104,238,525,212,949
849,520,615,435,102
163,314,228,876,793
230,420,740,803,387
30,20,102,87,633
146,316,269,265,718
930,287,140,868,327
629,578,282,250,404
776,507,618,971,52
268,430,163,504,838
343,638,235,576,389
675,174,419,600,203
570,907,307,502,901
678,434,437,767,440
172,330,123,433,878
843,525,695,66,12
768,658,691,75,429
111,712,743,503,293
854,988,713,355,263
537,182,769,830,898
133,540,784,476,489
459,327,150,728,588
705,249,478,908,137
676,938,230,922,665
270,242,324,132,880
82,463,263,510,57
888,713,432,674,74
70,707,775,22,613
577,145,489,816,19
66,138,547,300,513
286,795,935,534,525
168,33,532,676,54
900,466,41,573,10
326,58,392,260,553
442,309,431,537,762
762,416,940,32,545
689,969,579,383,879
805,216,272,606,852
389,127,791,243,606
101,668,412,623,204
725,872,167,514,263
183,823,608,875,393
978,314,999,216,30
720,691,979,650,511
658,959,874,384,940
233,636,788,761,777
13,872,562,599,604
294,998,29,822,795
849,330,649,218,823
257,787,398,290,873
349,34,411,901,845
36,971,654,860,293
40,691,886,159,367
785,857,852,958,776
33,624,909,899,393
601,410,967,915,236
917,364,883,905,483
157,164,722,53,429
396,335,955,608,637
330,546,391,725,402
180,962,37,932,333
926,337,373,869,211
770,282,7,602,874
990,317,508,907,974
2,818,145,474,184
82,664,180,437,582
642,285,457,681,282
968,754,990,223,852
185,810,594,289,505
462,125,579,779,594
944,624,426,240,189
431,886,802,397,285
528,155,92,705,998
341,755,74,707,418
26,594,392,547,398
540,771,869,155,757
716,10,620,895,225
89,861,839,198,265
275,799,73,260,430
584,978,582,87,278
138,908,42,860,423
90,183,29,107,640
22,489,860,579,520
687,523,982,373,914
732,160,646,749,283
175,289,286,231,975
323,170,647,778,400
836,706,116,18,5
23,824,341,693,12
38,29,362,589,385
562,728,862,432,881
553,709,57,881,1
405,61,654,585,580
884,10,667,275,996
45,589,923,535,127
931,699,971,316,961
241,71,701,158,431
603,801,804,113,779
611,680,525,564,394
422,26,817,405,822
392,278,492,46,85
514,460,668,56,288
224,989,929,137,34
962,69,607,641,307
124,530,946,243,154
815,192,138,164,612
424,706,773,193,368
369,283,739,517,582
601,691,132,106,706
29,457,948,116,362
736,730,806,452,197
352,491,455,794,165
957,709,167,658,699
563,169,144,436,656
313,399,923,507,373
368,373,71,428,9
401,483,709,411,169
931,294,511,63,240
978,56,335,769,299
214,684,746,378,140
886,6,110,840,544
872,343,681,951,581
359,485,839,290,72
188,449,372,666,762
774,246,495,141,599
404,131,561,891,169
866,554,790,264,190
452,136,310,741,280
744,915,438,399,132
330,991,580,21,330
41,889,474,737,21
117,719,742,604,403
875,657,260,44,509
697,973,771,211,875
256,340,571,108,259
762,591,926,551,836
29,824,874,124,507
984,11,127,82,51
179,933,559,330,865
208,42,269,988,910
928,460,245,981,357
946,779,26,848,88
235,743,67,333,990
628,136,762,883,97
133,858,127,123,100
679,135,147,953,704
18,232,667,969,353
25,699,531,153,796
183,745,361,826,505
608,289,521,192,95
651,807,16,280,21
679,347,996,51,127
182,179,579,169,444
971,849,919,598,42
161,645,411,977,499
351,388,262,391,169
847,235,897,984,167
602,66,299,435,728
345,92,687,430,524
204,145,862,147,324
604,816,205,241,248
102,467,347,573,290
92,265,668,740,22
88,30,538,530,454
362,822,434,612,416
539,909,632,496,164
406,899,760,196,806
144,295,65,477,921
263,542,42,129,388
764,515,53,651,425
829,562,621,929,737
712,738,404,229,968
582,683,768,523,853
878,66,366,441,291
651,191,24,527,304
217,321,317,939,294
213,52,194,93,365
251,684,969,533,837
164,164,155,468,722
613,752,295,634,50
770,626,47,195,954
767,463,694,794,43
337,180,353,720,878
239,937,579,906,721
512,322,601,591,799
747,648,124,557,359
760,118,32,171,6
658,991,639,877,31
992,366,793,403,210
996,824,984,701,859
966,904,557,868,285
527,109,497,432,288
772,469,733,621,872
884,482,236,802,79
929,324,279,920,473
849,336,867,558,653
593,418,422,482,104
459,485,926,38,621
68,185,997,918,350
661,539,291,150,905
208,287,277,730,321
470,684,193,218,25
603,5,949,317,41
16,91,198,325,880
50,623,823,554,206
97,104,187,462,539
741,29,55,103,168
692,710,704,851,33
747,859,566,20,908
834,403,756,859,99
298,374,266,348,923
435,767,920,714,840
214,477,46,986,624
772,721,445,222,429
277,673,766,938,838
813,988,815,599,593
187,746,778,307,455
399,868,867,123,331
46,632,533,518,272
249,494,30,865,52
331,330,550,239,685
599,314,250,706,594
73,20,552,736,874
844,660,90,257,725
644,570,371,552,489
708,908,1,940,773
285,252,125,481,302
825,564,439,625,479
559,976,291,389,343
342,620,545,80,62
867,54,559,127,501
869,923,770,87,54
757,600,781,303,386
35,332,429,202,919
968,980,4,456,25
537,893,510,992,117
441,583,903,55,598
951,930,605,761,261
72,883,306,723,349
600,868,272,511,228
102,825,678,765,179
523,414,963,918,317
597,496,904,717,177
6,28,32,734,68
520,343,419,540,857
842,341,580,597,721
289,934,139,441,635
745,793,252,877,813
258,914,398,643,136
80,635,55,297,544
621,579,772,204,938
44,930,436,909,473
566,649,74,600,820
25,430,363,212,104
870,862,971,136,456
331,84,27,422,234
608,346,720,339,520
352,799,23,436,666
344,875,616,245,406
235,226,72,847,462
680,43,13,235,787
628,208,858,694,363
562,151,747,363,721
216,138,461,323,387
402,844,215,466,783
785,482,638,153,792
731,430,214,970,911
889,518,463,605,547
279,331,209,677,120
505,248,992,531,67
489,541,182,988,835
30,378,434,670,721
466,305,307,153,300
22,511,477,959,586
935,200,178,439,759
51,674,105,942,105
425,277,462,515,491
160,758,444,136,821
666,77,306,343,95
726,354,586,162,386
706,514,337,824,934
279,989,249,708,833
694,302,346,89,167
993,878,951,657,330
7,984,505,969,329
427,370,557,131,688
18,185,365,723,253
342,579,970,241,182
41,425,92,643,841
614,313,213,713,904
968,883,531,232,934
762,192,830,267,405
12,797,773,605,621
431,580,572,622,432
479,707,11,148,610
592,744,950,705,850
683,295,162,628,52
820,146,705,718,950
545,90,596,76,234
593,169,966,732,843
703,487,98,92,387
835,884,705,925,179
787,172,757,31,647
949,335,146,240,67
54,7,865,934,228
926,213,731,738,337
118,455,906,528,420
357,901,447,349,460
616,816,665,79,28
787,133,412,28,157
361,593,930,597,509
8,611,931,994,385
683,340,757,658,223
179,360,289,508,213
372,446,674,285,436
740,623,693,957,78
7,884,225,294,315
103,20,16,221,402
240,597,805,372,771
639,46,850,81,788
547,553,833,812,32
95,785,65,860,808
186,314,242,654,407
690,624,262,500,63
866,653,531,843,448
701,113,827,646,958
984,417,500,985,343
791,789,324,227,606
733,358,799,463,641
