444,677,746,609,492
762,214,218,943,465
195,279,102,938,219
136,417,221,304,50
540,922,314,817,284
146,707,582,115,456
960,136,736,204,154
193,372,173,202,982
49,854,839,809,436
761,862,479,468,206
159,134,451,631,665
47,79,672,3,390
604,8,549,905,82
523,116,605,29,850
367,897,142,702,471
785,547,550,370,808
697,473,591,986,208
273,557,753,651,657
402,132,619,244,731
628,54,187,756,563
503,80,863,348,76
118,432,82,638,441
976,747,381,655,274
948,860,60,294,488
90,83,24,657,546
495,864,394,255,833
85,301,312,992,672
843,613,153,500,472
722,272,444,705,371
513,428,403,243,250
336,815,511,538,272
102,81,358,972,882
601,410,755,198,97
969,688,600,480,223
530,658,875,334,267
64,252,534,94,453
694,176,125,111,576
646,692,280,608,473
291,327,449,132,657
772,269,987,886,25
422,739,676,509,461
777,853,892,667,858
536,303,503,688,552
586,798,48,478,511
958,180,332,888,136
724,962,529,275,617
708,440,535,996,302
184,878,779,533,85
631,609,299,70,12
985,808,715,405,58
98,386,881,84,844
958,519,765,197,520
163,307,720,895,283
439,16,86,999,227
850,98,191,784,60
204,28,214,324,61
259,53,631,443,682
93,600,129,636,65
519,186,192,921,972
651,269,974,340,874
688,859,529,89,327
15,667,921,286,587
448,145,38,876,106
168,39,437,616,450
732,250,187,87,224
168,640,586,516,222
740,685,921,446,850
157,9,177,583,420
294,818,968,572,157
898,568,645,876,732
458,588,575,261,933
290,501,762,506,78
911,312,454,233,743
751,840,117,742,371
43,793,292,942,73
307,919,998,492,231
323,466,592,773,423
540,20,865,843,397
765,898,74,556,845
428,528,942,644,422
852,915,642,632,405
623,119,838,332,197
399,653,579,288,14
977,783,353,274,862
740,721,351,95,838
81,193,672,8,477
785,110,895,103,149
61,484,783,536,220
331,508,700,642,484
423,960,926,891,830
162,629,795,316,332
76,796,559,234,519
212,718,758,383,262
72,285,618,168,242
777,372,536,40,807
75,165,564,931,960
99,467,361,423,82
859,21,419,83,225
510,6,281,939,28
802,814,145,533,73
342,825,705,992,325
662,657,302,132,87
974,71,549,433,382
633,13,869,493,364
49,696,277,584,119
244,148,428,277,633
937,154,140,104,224
410,919,303,719,176
759,570,313,758,52
979,372,775,266,609
134,845,338,747,91
533,521,825,23,324
637,314,547,605,586
889,530,449,557,284
790,849,658,1,531
701,526,352,554,803
656,924,689,29,291
753,217,202,280,398
